"","City","Category","Profit","Sales","Segment","Order Date","Sub-Category"
"355","New York City","Furniture","-$5","$389","Consumer",2016-02-04,"Bookcases"
"356","New York City","Office Supplies","$4","$8","Consumer",2016-02-04,"Envelopes"
"357","New York City","Office Supplies","$7","$17","Consumer",2016-02-04,"Art"
"358","New York City","Office Supplies","$16","$34","Consumer",2016-02-04,"Paper"
"359","Charlotte","Office Supplies","$11","$36","Corporate",2016-02-04,"Paper"
"360","Columbus","Office Supplies","$168","$648","Corporate",2017-02-03,"Appliances"
"361","Columbus","Office Supplies","$10","$21","Corporate",2017-02-03,"Labels"
"362","New York City","Office Supplies","$10","$21","Consumer",2017-02-09,"Labels"
"363","New York City","Furniture","$87","$489","Consumer",2017-02-09,"Chairs"
"364","New York City","Office Supplies","$1","$6","Consumer",2017-02-09,"Art"
"365","New York City","Furniture","$21","$47","Consumer",2017-02-09,"Furnishings"
"366","San Francisco","Office Supplies","$8","$212","Consumer",2014-02-09,"Storage"
"367","Manchester","Office Supplies","$10","$23","Corporate",2016-02-10,"Binders"
"368","Manchester","Office Supplies","$0","$7","Corporate",2016-02-10,"Supplies"
"369","Manchester","Office Supplies","$29","$105","Corporate",2016-02-10,"Storage"
"370","Manchester","Furniture","$271","$1,044","Corporate",2016-02-10,"Bookcases"
"371","Harlingen","Office Supplies","$9","$26","Consumer",2017-02-05,"Paper"
"372","Harlingen","Office Supplies","$5","$53","Consumer",2017-02-05,"Storage"
"373","Tucson","Office Supplies","-$6","$8","Consumer",2014-02-07,"Binders"
"374","Tucson","Technology","$179","$1,024","Consumer",2014-02-07,"Accessories"
"375","Tucson","Office Supplies","$1","$9","Consumer",2014-02-07,"Art"
"376","Tucson","Technology","-$30","$479","Consumer",2014-02-07,"Accessories"
"377","Quincy","Office Supplies","$31","$99","Corporate",2016-02-09,"Paper"
"378","Franklin","Furniture","-$298","$1,488","Corporate",2017-02-08,"Tables"
"379","Houston","Office Supplies","-$20","$9","Consumer",2015-02-04,"Appliances"
"380","Houston","Office Supplies","$3","$24","Consumer",2015-02-04,"Storage"
"381","Houston","Office Supplies","-$19","$12","Consumer",2015-02-04,"Binders"
"382","San Francisco","Office Supplies","$25","$51","Corporate",2016-02-10,"Paper"
"383","San Francisco","Office Supplies","$17","$50","Corporate",2016-02-10,"Binders"
"384","Taylor","Technology","$9","$42","Corporate",2015-02-06,"Accessories"
"385","Pembroke Pines","Furniture","-$157","$375","Consumer",2015-02-11,"Tables"
"386","Pembroke Pines","Technology","-$1","$84","Consumer",2015-02-11,"Accessories"
"387","Philadelphia","Technology","-$338","$482","Corporate",2015-02-12,"Machines"
"388","Philadelphia","Furniture","$1","$3","Corporate",2015-02-12,"Furnishings"
"389","Cincinnati","Office Supplies","$0","$3","Consumer",2014-02-11,"Art"
"390","New York City","Office Supplies","$8","$23","Consumer",2017-02-12,"Binders"
"391","New York City","Technology","$14","$40","Consumer",2017-02-12,"Accessories"
"392","Des Moines","Technology","$28","$246","Consumer",2014-02-09,"Phones"
"393","Des Moines","Technology","$702","$1,800","Consumer",2014-02-09,"Copiers"
"394","Peoria","Office Supplies","-$21","$12","Corporate",2014-02-06,"Binders"
"395","Las Vegas","Office Supplies","$26","$76","Home Office",2017-02-06,"Binders"
"396","Warwick","Office Supplies","$9","$50","Corporate",2017-02-10,"Storage"
"397","Warwick","Office Supplies","$6","$13","Corporate",2017-02-10,"Paper"
"398","Jackson","Office Supplies","$21","$70","Home Office",2015-02-10,"Supplies"
"399","Houston","Office Supplies","$4","$36","Consumer",2016-02-09,"Storage"
"400","Houston","Furniture","-$317","$2,396","Consumer",2016-02-09,"Bookcases"
"401","Houston","Office Supplies","-$33","$131","Consumer",2016-02-09,"Storage"
"402","Houston","Technology","$1","$58","Consumer",2016-02-09,"Accessories"
"403","Miami","Office Supplies","$3","$10","Consumer",2014-02-12,"Paper"
"404","Wilmington","Office Supplies","$10","$39","Corporate",2014-02-04,"Art"
"405","New York City","Office Supplies","$10","$36","Consumer",2017-02-12,"Appliances"
"406","San Francisco","Technology","$38","$180","Consumer",2017-02-12,"Accessories"
"407","San Francisco","Technology","$435","$1,200","Consumer",2017-02-12,"Copiers"
"408","San Francisco","Office Supplies","$13","$27","Consumer",2017-02-12,"Paper"
"409","San Francisco","Furniture","-$113","$1,004","Consumer",2017-02-12,"Tables"
"410","San Francisco","Office Supplies","$5","$10","Consumer",2017-02-12,"Paper"
"411","San Francisco","Office Supplies","$14","$28","Consumer",2017-02-12,"Labels"
"412","San Francisco","Office Supplies","$27","$56","Consumer",2017-02-12,"Paper"
"413","San Francisco","Furniture","$31","$1,337","Consumer",2017-02-12,"Bookcases"
"414","San Francisco","Furniture","-$18","$114","Consumer",2017-02-12,"Chairs"
"415","Seattle","Office Supplies","$66","$140","Corporate",2017-02-11,"Paper"
"416","Seattle","Furniture","$27","$307","Corporate",2017-02-11,"Chairs"
"417","Huntington Beach","Office Supplies","$26","$96","Consumer",2017-02-06,"Art"
"418","Los Angeles","Furniture","$38","$384","Consumer",2016-02-04,"Chairs"
"419","Richmond","Office Supplies","$3","$6","Corporate",2017-02-11,"Paper"
"420","Los Angeles","Office Supplies","$3","$9","Corporate",2017-02-03,"Art"
"421","Los Angeles","Office Supplies","$7","$15","Corporate",2017-02-03,"Envelopes"
"422","Louisville","Technology","$57","$197","Consumer",2014-02-06,"Accessories"
"423","Lawrence","Furniture","$15","$57","Corporate",2017-02-10,"Furnishings"
"424","Lawrence","Office Supplies","$9","$33","Corporate",2017-02-10,"Storage"
"425","Jackson","Furniture","$225","$866","Consumer",2017-02-08,"Chairs"
"426","Canton","Furniture","$11","$28","Corporate",2017-02-11,"Furnishings"
"427","Canton","Office Supplies","$138","$288","Corporate",2017-02-11,"Binders"
"428","New Rochelle","Technology","$30","$70","Home Office",2014-02-09,"Machines"
"429","San Antonio","Office Supplies","$1","$7","Corporate",2017-02-10,"Art"
"430","Gastonia","Office Supplies","-$145","$190","Home Office",2016-02-04,"Binders"
"431","Gastonia","Technology",NA,NA,NA,2016-02-04,NA
"432","Gastonia","Technology",NA,NA,NA,2016-02-04,NA
"433","Gastonia","Office Supplies","-$1","$5","Home Office",2016-02-04,"Storage"
"434","Lowell","Office Supplies","$207","$714","Consumer",2016-02-06,"Storage"
"435","Jacksonville","Office Supplies","-$4","$5","Consumer",2014-02-12,"Binders"
"436","Jacksonville","Technology","-$19","$248","Consumer",2014-02-12,"Accessories"
"437","Chicago","Technology","$43","$1,008","Home Office",2016-02-06,"Machines"
"438","Chicago","Office Supplies","$114","$313","Home Office",2016-02-06,"Paper"
"439","Houston","Office Supplies","$12","$32","Corporate",2017-02-09,"Paper"
"440","New York City","Furniture","$2","$208","Corporate",2017-02-01,"Chairs"
"441","Detroit","Furniture","$4","$12","Consumer",2016-02-09,"Furnishings"
"442","Detroit","Office Supplies","$23","$195","Consumer",2016-02-09,"Storage"
"443","Detroit","Office Supplies","$21","$71","Consumer",2016-02-09,"Storage"
"444","Detroit","Office Supplies","$42","$91","Consumer",2016-02-09,"Paper"
"445","Detroit","Furniture","$29","$243","Consumer",2016-02-09,"Chairs"
"446","Detroit","Office Supplies","$11","$22","Consumer",2016-02-09,"Labels"
"447","Columbus","Furniture","$1","$3","Consumer",2017-02-03,"Furnishings"
"448","Auburn","Office Supplies","$15","$60","Consumer",2016-02-04,"Art"
"449","Auburn","Office Supplies","$10","$162","Consumer",2016-02-04,"Storage"
"450","Auburn","Office Supplies","$71","$264","Consumer",2016-02-04,"Art"
"451","Auburn","Office Supplies","$8","$30","Consumer",2016-02-04,"Art"
"452","Auburn","Office Supplies","$3","$10","Consumer",2016-02-04,"Art"
"453","Auburn","Technology","$9","$35","Consumer",2016-02-04,"Phones"
"454","Akron","Furniture","-$76","$284","Corporate",2017-02-10,"Tables"
"455","Akron","Office Supplies","$67","$665","Corporate",2017-02-10,"Storage"
"456","Norman","Technology","$25","$64","Corporate",2016-02-12,"Accessories"
"457","Concord","Furniture","-$24","$130","Consumer",2014-02-02,"Chairs"
"458","Decatur","Furniture","-$96","$748","Consumer",2016-02-09,"Chairs"
"459","Decatur","Office Supplies","$3","$9","Consumer",2016-02-09,"Envelopes"
"460","Seattle","Office Supplies","$36","$104","Consumer",2015-02-12,"Appliances"
"461","Seattle","Technology","$378","$900","Consumer",2015-02-12,"Accessories"
"462","Seattle","Office Supplies","$19","$51","Consumer",2015-02-12,"Binders"
"463","Phoenix","Furniture","$7","$24","Home Office",2016-02-04,"Furnishings"
"464","Phoenix","Furniture","-$814","$1,273","Home Office",2016-02-04,"Tables"
"465","Phoenix","Office Supplies","-$21","$28","Home Office",2016-02-04,"Binders"
"466","Phoenix","Office Supplies","-$35","$185","Home Office",2016-02-04,"Supplies"
"467","Phoenix","Office Supplies","$6","$78","Home Office",2016-02-04,"Appliances"
"468","Park Ridge","Furniture","-$312","$255","Home Office",2015-02-01,"Furnishings"
"469","Amarillo","Furniture","-$36","$205","Corporate",2017-02-03,"Bookcases"
"470","Chicago","Office Supplies","-$8","$5","Consumer",2016-02-12,"Binders"
"471","Lindenhurst","Office Supplies","$27","$55","Corporate",2015-02-12,"Paper"
"472","San Francisco","Office Supplies","$3","$341","Consumer",2014-02-11,"Storage"
"473","San Francisco","Furniture","$10","$223","Consumer",2014-02-11,"Bookcases"
"474","San Francisco","Technology","$88","$704","Consumer",2014-02-11,"Phones"
"475","San Francisco","Office Supplies","$25","$93","Consumer",2014-02-11,"Storage"
"476","San Francisco","Office Supplies","$29","$63","Consumer",2014-02-11,"Paper"
"477","San Francisco","Office Supplies","$46","$95","Consumer",2014-02-11,"Paper"
"478","Los Angeles","Technology","$7","$96","Corporate",2016-02-07,"Phones"
"479","Troy","Furniture","$19","$40","Consumer",2016-02-10,"Furnishings"
"480","New York City","Office Supplies","$7","$15","Corporate",2016-02-06,"Art"
"481","New York City","Office Supplies","$85","$704","Corporate",2016-02-06,"Storage"
"482","San Diego","Technology","$2","$9","Consumer",2014-02-10,"Accessories"
"483","New York City","Office Supplies","$2","$6","Consumer",2014-02-07,"Art"
"484","New York City","Technology","$58","$160","Consumer",2014-02-07,"Accessories"
"485","Los Angeles","Office Supplies","$15","$30","Home Office",2017-02-06,"Labels"
"486","Los Angeles","Furniture","-$30","$514","Home Office",2017-02-06,"Bookcases"
"487","Los Angeles","Technology","$17","$280","Home Office",2017-02-06,"Phones"
"488","Chicago","Technology","$342","$2,736","Consumer",2014-02-10,"Phones"
"489","Huntsville","Technology","$1","$8","Home Office",2014-02-06,"Phones"
"490","Huntsville","Technology","$10","$64","Home Office",2014-02-06,"Accessories"
"491","Huntsville","Office Supplies","$6","$70","Home Office",2014-02-06,"Art"
"492","Rochester","Office Supplies","$9","$449","Consumer",2014-02-09,"Storage"
"493","Rochester","Office Supplies","$5","$11","Consumer",2014-02-09,"Envelopes"
"494","Seattle","Technology","$13","$94","Consumer",2016-02-05,"Accessories"
"495","Memphis","Furniture","-$95","$190","Consumer",2016-02-03,"Tables"
"496","Fayetteville","Office Supplies","$52","$105","Consumer",2015-02-12,"Envelopes"
"497","Costa Mesa","Office Supplies","$40","$120","Consumer",2016-02-07,"Binders"
"498","Costa Mesa","Furniture","$82","$256","Consumer",2016-02-07,"Furnishings"
"499","Costa Mesa","Furniture","$18","$242","Consumer",2016-02-07,"Chairs"
"500","Costa Mesa","Furniture","$23","$69","Consumer",2016-02-07,"Furnishings"
"501","Parker","Office Supplies","-$15","$23","Corporate",2016-02-05,"Binders"
"502","Parker","Office Supplies","-$12","$15","Corporate",2016-02-05,"Binders"
"503","Parker","Furniture","$50","$802","Corporate",2016-02-05,"Chairs"
"504","Parker","Office Supplies","-$2","$2","Corporate",2016-02-05,"Binders"
"505","Parker","Office Supplies","$12","$33","Corporate",2016-02-05,"Paper"
"506","New York City","Office Supplies","$5","$16","Corporate",2017-02-11,"Binders"
"507","Atlanta","Office Supplies","$1","$3","Consumer",2015-02-03,"Art"
"508","Atlanta","Office Supplies","$2","$8","Consumer",2015-02-03,"Art"
"509","Atlanta","Office Supplies","$12","$47","Consumer",2015-02-03,"Storage"
"510","Atlanta","Office Supplies","$3,177","$6,355","Consumer",2015-02-03,"Binders"
"511","Gladstone","Furniture","$40","$126","Consumer",2017-02-11,"Furnishings"
"512","Gladstone","Technology","$12","$38","Consumer",2017-02-11,"Accessories"
"513","Newark","Office Supplies","$1","$7","Consumer",2016-02-10,"Art"
"514","Los Angeles","Office Supplies","$2","$7","Consumer",2017-02-12,"Art"
"515","Los Angeles","Office Supplies","$2","$6","Consumer",2017-02-12,"Art"
"516","Great Falls","Technology","$1,380","$3,000","Home Office",2017-02-01,"Copiers"
"517","Great Falls","Office Supplies","$14","$51","Home Office",2017-02-01,"Storage"
"518","Great Falls","Office Supplies","$5","$12","Home Office",2017-02-01,"Paper"
"519","Great Falls","Office Supplies","$56","$1,126","Home Office",2017-02-01,"Storage"
"520","Houston","Technology","$5","$18","Consumer",2015-02-03,"Accessories"
"521","Houston","Office Supplies","-$26","$130","Consumer",2015-02-03,"Storage"
"522","Houston","Office Supplies","-$21","$14","Consumer",2015-02-03,"Binders"
"523","Detroit","Furniture","$21","$211","Corporate",2017-02-01,"Tables"
"524","Los Angeles","Technology","-$12","$55","Consumer",2016-02-05,"Phones"
"525","Los Angeles","Technology","$27","$66","Consumer",2016-02-05,"Accessories"
"526","Lawrence","Office Supplies","$10","$22","Consumer",2015-02-12,"Fasteners"
"527","Lakeland","Furniture","$43","$684","Home Office",2017-02-10,"Chairs"
"528","Lakeland","Furniture","$5","$46","Home Office",2017-02-10,"Furnishings"
"529","Philadelphia","Office Supplies","-$7","$36","Consumer",2015-02-09,"Storage"
"530","Philadelphia","Office Supplies","-$150","$666","Consumer",2015-02-09,"Supplies"
"531","Philadelphia","Office Supplies","$20","$53","Consumer",2015-02-09,"Envelopes"
"532","Los Angeles","Furniture","$12","$191","Corporate",2015-02-11,"Chairs"
"533","Los Angeles","Furniture","$2","$48","Consumer",2017-02-09,"Furnishings"
"534","Montgomery","Technology","$274","$980","Consumer",2016-02-05,"Phones"
"535","Montgomery","Office Supplies","$11","$23","Consumer",2016-02-05,"Binders"
"536","Mesa","Office Supplies","$1","$17","Consumer",2016-02-07,"Storage"
"537","Chicago","Office Supplies","-$68","$43","Consumer",2017-02-09,"Binders"
"538","New York City","Office Supplies","$3","$11","Home Office",2015-02-12,"Binders"
"539","Henderson","Office Supplies","$41","$153","Consumer",2015-02-12,"Appliances"
"540","Henderson","Furniture","$71","$284","Consumer",2015-02-12,"Chairs"
"541","Green Bay","Technology","$206","$469","Consumer",2014-02-02,"Accessories"
"542","Tucson","Technology","$38","$381","Corporate",2016-02-07,"Phones"
"543","Springfield","Office Supplies","-$146","$647","Consumer",2015-02-12,"Storage"
"544","Fort Worth","Technology","$7","$58","Consumer",2014-02-05,"Accessories"
"545","Fort Worth","Technology","$6","$101","Consumer",2014-02-05,"Phones"
"546","Fort Worth","Furniture","-$84","$66","Consumer",2014-02-05,"Furnishings"
"547","New York City","Office Supplies","$14","$41","Home Office",2017-02-11,"Binders"
"548","New York City","Office Supplies","$6","$13","Home Office",2017-02-11,"Paper"
"549","Chicago","Office Supplies","$16","$250","Corporate",2015-02-11,"Storage"
"550","Chicago","Office Supplies","-$17","$11","Corporate",2015-02-11,"Binders"
"551","Chicago","Office Supplies","-$2","$9","Corporate",2015-02-11,"Supplies"
"552","San Francisco","Furniture","$0","$1,122","Consumer",2016-02-04,"Chairs"
"553","Jacksonville","Furniture","$6","$35","Consumer",2017-02-09,"Furnishings"
"554","Houston","Office Supplies","$3","$11","Consumer",2017-02-11,"Fasteners"
"555","Anaheim","Office Supplies","$311","$1,296","Corporate",2017-02-06,"Storage"
"556","Wilmington","Office Supplies","$3","$19","Consumer",2014-02-03,"Art"
"557","Los Angeles","Office Supplies","$10","$21","Consumer",2016-02-06,"Labels"
"558","Los Angeles","Furniture","-$217","$1,336","Consumer",2016-02-06,"Tables"
"559","Los Angeles","Office Supplies","$16","$32","Consumer",2016-02-06,"Paper"
"560","San Francisco","Furniture","$17","$43","Consumer",2017-02-11,"Furnishings"
"561","San Francisco","Office Supplies","$27","$84","Consumer",2017-02-11,"Binders"
"562","Tampa","Office Supplies","$1","$13","Consumer",2014-02-09,"Appliances"
"563","Tampa","Furniture","$4","$13","Consumer",2014-02-09,"Furnishings"
"564","Seattle","Office Supplies","$0","$4","Consumer",2015-02-12,"Fasteners"
"565","Seattle","Office Supplies","$1","$3","Consumer",2015-02-12,"Labels"
"566","Los Angeles","Technology","$47","$374","Consumer",2017-02-12,"Phones"
"567","Seattle","Office Supplies","$45","$92","Corporate",2017-02-10,"Paper"
"568","Seattle","Office Supplies","$27","$81","Corporate",2017-02-10,"Binders"
"569","Seattle","Office Supplies","$9","$19","Corporate",2017-02-10,"Paper"
