"","City","Category","Profit","Sales","Segment"
"521","Houston","Office Supplies","-$26","$130","Consumer"
"522","Houston","Office Supplies","-$21","$14","Consumer"
"523","Detroit","Furniture","$21","$211","Corporate"
"524","Los Angeles","Technology","-$12","$55","Consumer"
"525","Los Angeles","Technology","$27","$66","Consumer"
"526","Lawrence","Office Supplies","$10","$22","Consumer"
"527","Lakeland","Furniture","$43","$684","Home Office"
"528","Lakeland","Furniture","$5","$46","Home Office"
"529","Philadelphia","Office Supplies","-$7","$36","Consumer"
"530","Philadelphia","Office Supplies","-$150","$666","Consumer"
"531","Philadelphia","Office Supplies","$20","$53","Consumer"
"532","Los Angeles","Furniture","$12","$191","Corporate"
"533","Los Angeles","Furniture","$2","$48","Consumer"
"534","Montgomery","Technology","$274","$980","Consumer"
"535","Montgomery","Office Supplies","$11","$23","Consumer"
"536","Mesa","Office Supplies","$1","$17","Consumer"
"537","Chicago","Office Supplies","-$68","$43","Consumer"
"538","New York City","Office Supplies","$3","$11","Home Office"
"539","Henderson","Office Supplies","$41","$153","Consumer"
"540","Henderson","Furniture","$71","$284","Consumer"
"541","Green Bay","Technology","$206","$469","Consumer"
"542","Tucson","Technology","$38","$381","Corporate"
"543","Springfield","Office Supplies","-$146","$647","Consumer"
"544","Fort Worth","Technology","$7","$58","Consumer"
"545","Fort Worth","Technology","$6","$101","Consumer"
"546","Fort Worth","Furniture","-$84","$66","Consumer"
"547","New York City","Office Supplies","$14","$41","Home Office"
"548","New York City","Office Supplies","$6","$13","Home Office"
"549","Chicago","Office Supplies","$16","$250","Corporate"
"550","Chicago","Office Supplies","-$17","$11","Corporate"
"551","Chicago","Office Supplies","-$2","$9","Corporate"
"552","San Francisco","Furniture","$0","$1,122","Consumer"
"553","Jacksonville","Furniture","$6","$35","Consumer"
"554","Houston","Office Supplies","$3","$11","Consumer"
"555","Anaheim","Office Supplies","$311","$1,296","Corporate"
"556","Wilmington","Office Supplies","$3","$19","Consumer"
"557","Los Angeles","Office Supplies","$10","$21","Consumer"
"558","Los Angeles","Furniture","-$217","$1,336","Consumer"
"559","Los Angeles","Office Supplies","$16","$32","Consumer"
"560","San Francisco","Furniture","$17","$43","Consumer"
"561","San Francisco","Office Supplies","$27","$84","Consumer"
"562","Tampa","Office Supplies","$1","$13","Consumer"
"563","Tampa","Furniture","$4","$13","Consumer"
"564","Seattle","Office Supplies","$0","$4","Consumer"
"565","Seattle","Office Supplies","$1","$3","Consumer"
"566","Los Angeles","Technology","$47","$374","Consumer"
"567","Seattle","Office Supplies","$45","$92","Corporate"
"568","Seattle","Office Supplies","$27","$81","Corporate"
"569","Seattle","Office Supplies","$9","$19","Corporate"
"570","Seattle","Furniture","$0","$451","Corporate"
"571","New York City","Office Supplies","$35","$72","Consumer"
"572","New York City","Office Supplies","$6","$14","Consumer"
"573","New York City","Office Supplies","$11","$33","Consumer"
"574","New York City","Technology","$4","$15","Consumer"
"575","Marysville","Office Supplies","$2","$9","Consumer"
"576","Long Beach","Office Supplies","$79","$161","Consumer"
"577","Long Beach","Office Supplies","$10","$20","Consumer"
"578","Long Beach","Office Supplies","$2","$7","Consumer"
"579","Chicago","Office Supplies","$9","$70","Consumer"
"580","Chicago","Furniture","-$6","$9","Consumer"
"581","Los Angeles","Office Supplies","$2","$52","Consumer"
"582","Denver","Technology","$53","$470","Consumer"
"583","Denver","Technology","$9","$106","Consumer"
"584","Denver","Office Supplies","$4","$31","Consumer"
"585","Denver","Office Supplies","-$5","$7","Consumer"
"586","Denver","Technology","$30","$406","Consumer"
"587","Richmond","Furniture","$5","$71","Consumer"
"588","Richmond","Office Supplies","$145","$295","Consumer"
"589","Salem","Technology","-$20","$85","Consumer"
"590","Salem","Office Supplies","$7","$21","Consumer"
"591","Salem","Office Supplies","-$13","$17","Consumer"
"592","Salem","Office Supplies","$4","$10","Consumer"
"593","Laredo","Office Supplies","$1","$9","Consumer"
"594","Laredo","Technology","$10","$31","Consumer"
"595","San Diego","Office Supplies","$22","$76","Consumer"
"596","San Diego","Technology","$435","$1,200","Consumer"
"597","San Diego","Technology","$56","$446","Consumer"
"598","San Diego","Furniture","$92","$328","Consumer"
"599","Philadelphia","Office Supplies","$1","$12","Consumer"
"600","Philadelphia","Technology","-$29","$144","Consumer"
"601","Philadelphia","Technology","-$115","$494","Consumer"
"602","Philadelphia","Office Supplies","$1","$6","Consumer"
"603","Tampa","Office Supplies","$18","$143","Consumer"
"604","Tampa","Furniture","$5","$46","Consumer"
"605","Tampa","Office Supplies","-$6","$7","Consumer"
"606","Tampa","Office Supplies","-$32","$43","Consumer"
"607","Tampa","Office Supplies","$48","$132","Consumer"
"608","Philadelphia","Office Supplies","-$3","$3","Consumer"
"609","Philadelphia","Office Supplies","$2","$21","Consumer"
"610","Philadelphia","Technology","-$10","$55","Consumer"
"611","Dallas","Technology","$42","$370","Corporate"
"612","Dallas","Office Supplies","$6","$16","Corporate"
"613","Philadelphia","Office Supplies","$3","$8","Corporate"
"614","Philadelphia","Technology","-$158","$729","Corporate"
"615","Grove City","Technology","$16","$120","Consumer"
"616","Grove City","Office Supplies","-$3","$4","Consumer"
"617","New York City","Furniture","$16","$40","Corporate"
"618","New York City","Furniture","$3","$10","Corporate"
"619","New York City","Office Supplies","$34","$107","Corporate"
"620","New York City","Technology","$11","$38","Corporate"
"621","New York City","Furniture","$27","$88","Corporate"
"622","Chicago","Office Supplies","-$15","$9","Consumer"
"623","Dearborn","Furniture","$88","$302","Corporate"
"624","Dearborn","Office Supplies","$179","$555","Corporate"
"625","Dearborn","Office Supplies","$131","$523","Corporate"
"626","Dearborn","Office Supplies","$47","$162","Corporate"
"627","New York City","Furniture","$12","$36","Home Office"
"628","Seattle","Office Supplies","$28","$97","Consumer"
"629","San Francisco","Office Supplies","$5","$15","Consumer"
"630","San Francisco","Office Supplies","$6","$13","Consumer"
"631","Aurora","Office Supplies","-$52","$243","Consumer"
"632","Aurora","Technology","$30","$120","Consumer"
"633","Aurora","Technology","$30","$301","Consumer"
"634","Miami","Technology","$2","$18","Consumer"
"635","Miami","Office Supplies","$86","$236","Consumer"
"636","Warner Robins","Furniture","$43","$393","Corporate"
"637","Aurora","Office Supplies","-$14","$19","Consumer"
"638","Aurora","Office Supplies","$12","$122","Consumer"
"639","Vallejo","Furniture","$273","$1,049","Home Office"
"640","Vallejo","Office Supplies","$5","$15","Home Office"
"641","Minneapolis","Furniture","$6","$19","Corporate"
"642","Mission Viejo","Office Supplies","$86","$330","Consumer"
"643","Mission Viejo","Office Supplies","$13","$26","Consumer"
"644","Rochester Hills","Technology","$54","$133","Consumer"
"645","Plainfield","Office Supplies","$3","$6","Home Office"
"646","Columbus","Office Supplies","$57","$209","Home Office"
"647","Sierra Vista","Office Supplies","$10","$32","Corporate"
"648","Sierra Vista","Office Supplies","$3","$30","Corporate"
"649","Vancouver","Furniture","$6","$15","Corporate"
"650","Vancouver","Technology","$23","$302","Corporate"
"651","Vancouver","Technology","$32","$316","Corporate"
"652","New York City","Office Supplies","$178","$379","Home Office"
"653","New York City","Office Supplies","$46","$98","Corporate"
"654","New York City","Technology","$10","$103","Corporate"
"655","Columbus","Office Supplies","$9","$114","Consumer"
"656","Columbus","Office Supplies","-$3","$3","Consumer"
"657","Columbus","Office Supplies","$45","$134","Consumer"
"658","Aurora","Furniture","-$50","$701","Home Office"
"659","Aurora","Office Supplies","-$3","$2","Home Office"
"660","Arlington","Office Supplies","$125","$999","Consumer"
"661","Arlington","Office Supplies","-$136","$724","Consumer"
"662","Arlington","Furniture","-$118","$919","Consumer"
"663","Arlington","Office Supplies","-$4","$3","Consumer"
"664","New York City","Office Supplies","$18","$460","Corporate"
"665","Louisville","Office Supplies","$5","$11","Consumer"
"666","Dallas","Office Supplies","$2","$24","Corporate"
"667","Dallas","Office Supplies","$29","$85","Corporate"
"668","Dallas","Technology","$29","$382","Corporate"
"669","Cleveland","Furniture","$9","$30","Consumer"
"670","Chicago","Furniture","-$14","$24","Home Office"
"671","Chicago","Furniture","-$72","$109","Home Office"
"672","Chicago","Office Supplies","$11","$36","Home Office"
"673","Quincy","Office Supplies","$2","$20","Consumer"
"674","Columbus","Office Supplies","$17","$61","Consumer"
"675","Columbus","Office Supplies","$18","$39","Consumer"
"676","Columbus","Technology","$41","$99","Consumer"
"677","Tyler","Office Supplies","-$7","$3","Consumer"
"678","Tyler","Technology","$5","$28","Consumer"
"679","Tyler","Furniture","-$41","$83","Consumer"
"680","Tyler","Office Supplies","-$320","$183","Consumer"
"681","New York City","Office Supplies","$5","$14","Consumer"
"682","New York City","Office Supplies","$3","$65","Consumer"
"683","New York City","Office Supplies","$19","$69","Consumer"
"684","Burlington","Technology","-$3,840","$8,000","Corporate"
"685","Burlington","Office Supplies","$15","$167","Corporate"
"686","Jackson","Technology","$163","$480","Consumer"
"687","Jackson","Office Supplies","$7","$15","Consumer"
"688","Jackson","Office Supplies","$9","$19","Consumer"
"689","New York City","Furniture","$5","$192","Consumer"
"690","Waynesboro","Furniture","$15","$104","Consumer"
"691","Waynesboro","Technology","$74","$285","Consumer"
"692","Waynesboro","Office Supplies","$10","$37","Consumer"
"693","Los Angeles","Technology","$25","$166","Consumer"
"694","Los Angeles","Office Supplies","$16","$33","Consumer"
"695","Chester","Office Supplies","$17","$198","Home Office"
"696","Chester","Office Supplies","$18","$47","Home Office"
"697","Chester","Office Supplies","$63","$201","Home Office"
"698","Chester","Office Supplies","$32","$98","Home Office"
"699","Chester","Office Supplies","$1","$3","Home Office"
"700","Chester","Office Supplies","-$14","$19","Home Office"
"701","Chester","Office Supplies","-$3","$5","Home Office"
"702","Cleveland","Furniture","$4","$15","Corporate"
"703","Seattle","Furniture","$36","$210","Corporate"
"704","Long Beach","Furniture","-$14","$370","Consumer"
"705","Cary","Office Supplies","$4","$10","Corporate"
"706","Cary","Office Supplies","$19","$167","Corporate"
"707","Cary","Technology","$2","$15","Corporate"
"708","New York City","Technology","$53","$120","Consumer"
"709","New York City","Furniture","-$110","$884","Consumer"
"710","New York City","Office Supplies","$16","$47","Consumer"
"711","New York City","Office Supplies","$27","$55","Home Office"
"712","Palm Coast","Office Supplies","$9","$24","Consumer"
"713","Mount Vernon","Office Supplies","$110","$281","Corporate"
"714","Mount Vernon","Technology","$89","$308","Corporate"
"715","Mount Vernon","Technology","$114","$300","Corporate"
"716","Seattle","Office Supplies","$7","$20","Corporate"
"717","Dover","Furniture","$3","$10","Consumer"
"718","Newark","Furniture","$24","$103","Consumer"
"719","Orem","Office Supplies","$19","$60","Home Office"
"720","Orem","Furniture","$22","$73","Home Office"
"721","Los Angeles","Office Supplies","$73","$147","Home Office"
"722","Detroit","Furniture","$231","$1,653","Corporate"
"723","Detroit","Office Supplies","$80","$296","Corporate"
"724","Philadelphia","Furniture","$21","$130","Home Office"
"725","Hialeah","Office Supplies","$5","$46","Corporate"
"726","Austin","Office Supplies","$6","$18","Consumer"
"727","Austin","Technology","$6","$56","Consumer"
"728","Oceanside","Office Supplies","$84","$183","Consumer"
"729","Oceanside","Furniture","-$153","$400","Consumer"
"730","Oceanside","Office Supplies","$10","$34","Consumer"
"731","Oceanside","Furniture","$102","$543","Consumer"
"732","Oceanside","Office Supplies","$3","$6","Consumer"
"733","Seattle","Office Supplies","$10","$243","Home Office"
"734","Seattle","Technology","$86","$180","Home Office"
"735","Seattle","Office Supplies","$34","$100","Home Office"
"736","Seattle","Office Supplies","$9","$28","Home Office"
"737","Seattle","Furniture","$19","$85","Home Office"
"738","Seattle","Office Supplies","$7","$19","Home Office"
"739","San Francisco","Technology","$8","$50","Consumer"
"740","Naperville","Office Supplies","$4","$12","Home Office"
"741","Naperville","Office Supplies","-$65","$273","Home Office"
"742","Naperville","Office Supplies","-$5","$4","Home Office"
"743","Dallas","Office Supplies","-$11","$52","Consumer"
"744","Dallas","Office Supplies","$1","$4","Consumer"
"745","Dallas","Office Supplies","$2","$5","Consumer"
"746","Dallas","Office Supplies","$6","$55","Consumer"
"747","San Diego","Furniture","-$28","$567","Corporate"
"748","San Diego","Office Supplies","$7","$359","Corporate"
"749","Evanston","Technology","$1","$12","Consumer"
"750","Trenton","Office Supplies","$27","$58","Consumer"
"751","Trenton","Furniture","$57","$158","Consumer"
"752","Trenton","Office Supplies","$23","$57","Consumer"
"753","Trenton","Office Supplies","$1","$3","Consumer"
"754","San Francisco","Technology","$375","$1,200","Corporate"
"755","Los Angeles","Furniture","$29","$80","Consumer"
"756","Jacksonville","Furniture","-$167","$383","Corporate"
"757","Cottage Grove","Office Supplies","$7","$25","Consumer"
"758","Cottage Grove","Technology","$48","$120","Consumer"
"759","New York City","Office Supplies","$4","$13","Corporate"
"760","Green Bay","Office Supplies","$10","$23","Corporate"
"761","Los Angeles","Office Supplies","$28","$58","Consumer"
"762","Atlanta","Office Supplies","$6","$12","Corporate"
"763","Columbus","Technology","-$27","$108","Consumer"
"764","Bossier City","Office Supplies","$5","$11","Corporate"
"765","Bossier City","Office Supplies","$25","$51","Corporate"
"766","Bossier City","Technology","$259","$647","Corporate"
"767","Bossier City","Office Supplies","$3","$6","Corporate"
"768","Bossier City","Office Supplies","$34","$573","Corporate"
"769","Saint Petersburg","Furniture","$23","$311","Corporate"
"770","Arlington","Furniture","$180","$642","Consumer"
"771","Des Moines","Office Supplies","$9","$18","Corporate"
"772","Des Moines","Technology","$52","$207","Corporate"
"773","Des Moines","Office Supplies","$16","$32","Corporate"
"774","Des Moines","Office Supplies","$3","$8","Corporate"
"775","Des Moines","Office Supplies","$11","$40","Corporate"
"776","Des Moines","Furniture","$15","$35","Corporate"
"777","Cincinnati","Office Supplies","$4","$33","Consumer"
"778","San Francisco","Furniture","$41","$544","Home Office"
