"","City","Category","Profit","Sales","Segment","Order Date","Ship Date"
"347","Lowell","Office Supplies","$3","$8","Consumer",2017-02-07,"43076"
"348","Lowell","Office Supplies","$12","$25","Consumer",2017-02-07,"43076"
"349","Lowell","Office Supplies","$4","$13","Consumer",2017-02-07,"43076"
"350","New York City","Technology","$2","$7","Home Office",2016-02-09,"42438"
"351","New York City","Office Supplies","$12","$25","Home Office",2016-02-09,"42438"
"352","New York City","Office Supplies","$1","$3","Home Office",2016-02-09,"42438"
"353","New York City","Office Supplies","$23","$49","Home Office",2016-02-09,"42438"
"354","New York City","Office Supplies","$1,415","$4,355","Home Office",2016-02-09,"42438"
"355","New York City","Furniture","-$5","$389","Consumer",2016-02-04,"4/13/2016"
"356","New York City","Office Supplies","$4","$8","Consumer",2016-02-04,"4/13/2016"
"357","New York City","Office Supplies","$7","$17","Consumer",2016-02-04,"4/13/2016"
"358","New York City","Office Supplies","$16","$34","Consumer",2016-02-04,"4/13/2016"
"359","Charlotte","Office Supplies","$11","$36","Corporate",2016-02-04,"4/28/2016"
"360","Columbus","Office Supplies","$168","$648","Corporate",2017-02-03,"43042"
"361","Columbus","Office Supplies","$10","$21","Corporate",2017-02-03,"43042"
"362","New York City","Office Supplies","$10","$21","Consumer",2017-02-09,"42745"
"363","New York City","Furniture","$87","$489","Consumer",2017-02-09,"42745"
"364","New York City","Office Supplies","$1","$6","Consumer",2017-02-09,"42745"
"365","New York City","Furniture","$21","$47","Consumer",2017-02-09,"42745"
"366","San Francisco","Office Supplies","$8","$212","Consumer",2014-02-09,"9/29/2014"
"367","Manchester","Office Supplies","$10","$23","Corporate",2016-02-10,"10/21/2016"
"368","Manchester","Office Supplies","$0","$7","Corporate",2016-02-10,"10/21/2016"
"369","Manchester","Office Supplies","$29","$105","Corporate",2016-02-10,"10/21/2016"
"370","Manchester","Furniture","$271","$1,044","Corporate",2016-02-10,"10/21/2016"
"371","Harlingen","Office Supplies","$9","$26","Consumer",2017-02-05,"42831"
"372","Harlingen","Office Supplies","$5","$53","Consumer",2017-02-05,"42831"
"373","Tucson","Office Supplies","-$6","$8","Consumer",2014-02-07,"7/27/2014"
"374","Tucson","Technology","$179","$1,024","Consumer",2014-02-07,"7/27/2014"
"375","Tucson","Office Supplies","$1","$9","Consumer",2014-02-07,"7/27/2014"
"376","Tucson","Technology","-$30","$479","Consumer",2014-02-07,"7/27/2014"
"377","Quincy","Office Supplies","$31","$99","Corporate",2016-02-09,"42379"
"378","Franklin","Furniture","-$298","$1,488","Corporate",2017-02-08,"42744"
"379","Houston","Office Supplies","-$20","$9","Consumer",2015-02-04,"42129"
"380","Houston","Office Supplies","$3","$24","Consumer",2015-02-04,"42129"
"381","Houston","Office Supplies","-$19","$12","Consumer",2015-02-04,"42129"
"382","San Francisco","Office Supplies","$25","$51","Corporate",2016-02-10,"10/29/2016"
"383","San Francisco","Office Supplies","$17","$50","Corporate",2016-02-10,"10/29/2016"
"384","Taylor","Technology","$9","$42","Corporate",2015-02-06,"6/29/2015"
"385","Pembroke Pines","Furniture","-$157","$375","Consumer",2015-02-11,"42047"
"386","Pembroke Pines","Technology","-$1","$84","Consumer",2015-02-11,"42047"
"387","Philadelphia","Technology","-$338","$482","Corporate",2015-02-12,"42197"
"388","Philadelphia","Furniture","$1","$3","Corporate",2015-02-12,"42197"
"389","Cincinnati","Office Supplies","$0","$3","Consumer",2014-02-11,"11/26/2014"
"390","New York City","Office Supplies","$8","$23","Consumer",2017-02-12,"12/15/2017"
"391","New York City","Technology","$14","$40","Consumer",2017-02-12,"12/15/2017"
"392","Des Moines","Technology","$28","$246","Consumer",2014-02-09,"9/23/2014"
"393","Des Moines","Technology","$702","$1,800","Consumer",2014-02-09,"9/23/2014"
"394","Peoria","Office Supplies","-$21","$12","Corporate",2014-02-06,"41918"
"395","Las Vegas","Office Supplies","$26","$76","Home Office",2017-02-06,"42862"
"396","Warwick","Office Supplies","$9","$50","Corporate",2017-02-10,"10/19/2017"
"397","Warwick","Office Supplies","$6","$13","Corporate",2017-02-10,"10/19/2017"
"398","Jackson","Office Supplies","$21","$70","Home Office",2015-02-10,"42105"
"399","Houston","Office Supplies","$4","$36","Consumer",2016-02-09,"42652"
"400","Houston","Furniture","-$317","$2,396","Consumer",2016-02-09,"42652"
"401","Houston","Office Supplies","-$33","$131","Consumer",2016-02-09,"42652"
"402","Houston","Technology","$1","$58","Consumer",2016-02-09,"42652"
"403","Miami","Office Supplies","$3","$10","Consumer",2014-02-12,"12/26/2014"
"404","Wilmington","Office Supplies","$10","$39","Corporate",2014-02-04,"4/20/2014"
"405","New York City","Office Supplies","$10","$36","Consumer",2017-02-12,"12/29/2017"
"406","San Francisco","Technology","$38","$180","Consumer",2017-02-12,"43081"
"407","San Francisco","Technology","$435","$1,200","Consumer",2017-02-12,"43081"
"408","San Francisco","Office Supplies","$13","$27","Consumer",2017-02-12,"43081"
"409","San Francisco","Furniture","-$113","$1,004","Consumer",2017-02-12,"43081"
"410","San Francisco","Office Supplies","$5","$10","Consumer",2017-02-12,"43081"
"411","San Francisco","Office Supplies","$14","$28","Consumer",2017-02-12,"43081"
"412","San Francisco","Office Supplies","$27","$56","Consumer",2017-02-12,"43081"
"413","San Francisco","Furniture","$31","$1,337","Consumer",2017-02-12,"43081"
"414","San Francisco","Furniture","-$18","$114","Consumer",2017-02-12,"43081"
"415","Seattle","Office Supplies","$66","$140","Corporate",2017-02-11,"42927"
"416","Seattle","Furniture","$27","$307","Corporate",2017-02-11,"42927"
"417","Huntington Beach","Office Supplies","$26","$96","Consumer",2017-02-06,"6/28/2017"
"418","Los Angeles","Furniture","$38","$384","Consumer",2016-02-04,"4/18/2016"
"419","Richmond","Office Supplies","$3","$6","Corporate",2017-02-11,"43019"
"420","Los Angeles","Office Supplies","$3","$9","Corporate",2017-02-03,"42981"
"421","Los Angeles","Office Supplies","$7","$15","Corporate",2017-02-03,"42981"
"422","Louisville","Technology","$57","$197","Consumer",2014-02-06,"6/25/2014"
"423","Lawrence","Furniture","$15","$57","Corporate",2017-02-10,"10/23/2017"
"424","Lawrence","Office Supplies","$9","$33","Corporate",2017-02-10,"10/23/2017"
"425","Jackson","Furniture","$225","$866","Consumer",2017-02-08,"8/23/2017"
"426","Canton","Furniture","$11","$28","Corporate",2017-02-11,"11/26/2017"
"427","Canton","Office Supplies","$138","$288","Corporate",2017-02-11,"11/26/2017"
"428","New Rochelle","Technology","$30","$70","Home Office",2014-02-09,"9/13/2014"
"429","San Antonio","Office Supplies","$1","$7","Corporate",2017-02-10,"42957"
"430","Gastonia","Office Supplies","-$145","$190","Home Office",2016-02-04,"4/21/2016"
"431","Gastonia","Technology",NA,NA,NA,2016-02-04,NA
"432","Gastonia","Technology",NA,NA,NA,2016-02-04,NA
"433","Gastonia","Office Supplies","-$1","$5","Home Office",2016-02-04,"4/21/2016"
"434","Lowell","Office Supplies","$207","$714","Consumer",2016-02-06,"42557"
"435","Jacksonville","Office Supplies","-$4","$5","Consumer",2014-02-12,"12/25/2014"
"436","Jacksonville","Technology","-$19","$248","Consumer",2014-02-12,"12/25/2014"
"437","Chicago","Technology","$43","$1,008","Home Office",2016-02-06,"6/14/2016"
"438","Chicago","Office Supplies","$114","$313","Home Office",2016-02-06,"6/14/2016"
"439","Houston","Office Supplies","$12","$32","Corporate",2017-02-09,"9/19/2017"
"440","New York City","Furniture","$2","$208","Corporate",2017-02-01,"1/23/2017"
"441","Detroit","Furniture","$4","$12","Consumer",2016-02-09,"42560"
"442","Detroit","Office Supplies","$23","$195","Consumer",2016-02-09,"42560"
"443","Detroit","Office Supplies","$21","$71","Consumer",2016-02-09,"42560"
"444","Detroit","Office Supplies","$42","$91","Consumer",2016-02-09,"42560"
"445","Detroit","Furniture","$29","$243","Consumer",2016-02-09,"42560"
"446","Detroit","Office Supplies","$11","$22","Consumer",2016-02-09,"42560"
"447","Columbus","Furniture","$1","$3","Consumer",2017-02-03,"3/25/2017"
"448","Auburn","Office Supplies","$15","$60","Consumer",2016-02-04,"42433"
"449","Auburn","Office Supplies","$10","$162","Consumer",2016-02-04,"42433"
"450","Auburn","Office Supplies","$71","$264","Consumer",2016-02-04,"42433"
"451","Auburn","Office Supplies","$8","$30","Consumer",2016-02-04,"42433"
"452","Auburn","Office Supplies","$3","$10","Consumer",2016-02-04,"42433"
"453","Auburn","Technology","$9","$35","Consumer",2016-02-04,"42433"
"454","Akron","Furniture","-$76","$284","Corporate",2017-02-10,"10/24/2017"
"455","Akron","Office Supplies","$67","$665","Corporate",2017-02-10,"10/24/2017"
"456","Norman","Technology","$25","$64","Corporate",2016-02-12,"12/17/2016"
"457","Concord","Furniture","-$24","$130","Consumer",2014-02-02,"2/18/2014"
"458","Decatur","Furniture","-$96","$748","Consumer",2016-02-09,"42379"
"459","Decatur","Office Supplies","$3","$9","Consumer",2016-02-09,"42379"
"460","Seattle","Office Supplies","$36","$104","Consumer",2015-02-12,"12/22/2015"
"461","Seattle","Technology","$378","$900","Consumer",2015-02-12,"12/22/2015"
"462","Seattle","Office Supplies","$19","$51","Consumer",2015-02-12,"12/22/2015"
"463","Phoenix","Furniture","$7","$24","Home Office",2016-02-04,"4/29/2016"
"464","Phoenix","Furniture","-$814","$1,273","Home Office",2016-02-04,"4/29/2016"
"465","Phoenix","Office Supplies","-$21","$28","Home Office",2016-02-04,"4/29/2016"
"466","Phoenix","Office Supplies","-$35","$185","Home Office",2016-02-04,"4/29/2016"
"467","Phoenix","Office Supplies","$6","$78","Home Office",2016-02-04,"4/29/2016"
"468","Park Ridge","Furniture","-$312","$255","Home Office",2015-02-01,"1/24/2015"
"469","Amarillo","Furniture","-$36","$205","Corporate",2017-02-03,"42829"
"470","Chicago","Office Supplies","-$8","$5","Consumer",2016-02-12,"12/20/2016"
"471","Lindenhurst","Office Supplies","$27","$55","Corporate",2015-02-12,"12/24/2015"
"472","San Francisco","Office Supplies","$3","$341","Consumer",2014-02-11,"41954"
"473","San Francisco","Furniture","$10","$223","Consumer",2014-02-11,"41954"
"474","San Francisco","Technology","$88","$704","Consumer",2014-02-11,"41954"
"475","San Francisco","Office Supplies","$25","$93","Consumer",2014-02-11,"41954"
"476","San Francisco","Office Supplies","$29","$63","Consumer",2014-02-11,"41954"
"477","San Francisco","Office Supplies","$46","$95","Consumer",2014-02-11,"41954"
"478","Los Angeles","Technology","$7","$96","Corporate",2016-02-07,"7/19/2016"
"479","Troy","Furniture","$19","$40","Consumer",2016-02-10,"42411"
"480","New York City","Office Supplies","$7","$15","Corporate",2016-02-06,"42407"
"481","New York City","Office Supplies","$85","$704","Corporate",2016-02-06,"42407"
"482","San Diego","Technology","$2","$9","Consumer",2014-02-10,"41922"
"483","New York City","Office Supplies","$2","$6","Consumer",2014-02-07,"7/27/2014"
"484","New York City","Technology","$58","$160","Consumer",2014-02-07,"7/27/2014"
"485","Los Angeles","Office Supplies","$15","$30","Home Office",2017-02-06,"6/13/2017"
"486","Los Angeles","Furniture","-$30","$514","Home Office",2017-02-06,"6/13/2017"
"487","Los Angeles","Technology","$17","$280","Home Office",2017-02-06,"6/13/2017"
"488","Chicago","Technology","$342","$2,736","Consumer",2014-02-10,"10/31/2014"
"489","Huntsville","Technology","$1","$8","Home Office",2014-02-06,"6/13/2014"
"490","Huntsville","Technology","$10","$64","Home Office",2014-02-06,"6/13/2014"
"491","Huntsville","Office Supplies","$6","$70","Home Office",2014-02-06,"6/13/2014"
"492","Rochester","Office Supplies","$9","$449","Consumer",2014-02-09,"9/19/2014"
"493","Rochester","Office Supplies","$5","$11","Consumer",2014-02-09,"9/19/2014"
"494","Seattle","Technology","$13","$94","Consumer",2016-02-05,"5/14/2016"
"495","Memphis","Furniture","-$95","$190","Consumer",2016-02-03,"3/21/2016"
"496","Fayetteville","Office Supplies","$52","$105","Consumer",2015-02-12,"12/31/2015"
"497","Costa Mesa","Office Supplies","$40","$120","Consumer",2016-02-07,"7/31/2016"
"498","Costa Mesa","Furniture","$82","$256","Consumer",2016-02-07,"7/31/2016"
"499","Costa Mesa","Furniture","$18","$242","Consumer",2016-02-07,"7/31/2016"
"500","Costa Mesa","Furniture","$23","$69","Consumer",2016-02-07,"7/31/2016"
"501","Parker","Office Supplies","-$15","$23","Corporate",2016-02-05,"42466"
"502","Parker","Office Supplies","-$12","$15","Corporate",2016-02-05,"42466"
"503","Parker","Furniture","$50","$802","Corporate",2016-02-05,"42466"
"504","Parker","Office Supplies","-$2","$2","Corporate",2016-02-05,"42466"
"505","Parker","Office Supplies","$12","$33","Corporate",2016-02-05,"42466"
"506","New York City","Office Supplies","$5","$16","Corporate",2017-02-11,"11/15/2017"
"507","Atlanta","Office Supplies","$1","$3","Consumer",2015-02-03,"3/22/2015"
"508","Atlanta","Office Supplies","$2","$8","Consumer",2015-02-03,"3/22/2015"
"509","Atlanta","Office Supplies","$12","$47","Consumer",2015-02-03,"3/22/2015"
"510","Atlanta","Office Supplies","$3,177","$6,355","Consumer",2015-02-03,"3/22/2015"
"511","Gladstone","Furniture","$40","$126","Consumer",2017-02-11,"11/27/2017"
"512","Gladstone","Technology","$12","$38","Consumer",2017-02-11,"11/27/2017"
"513","Newark","Office Supplies","$1","$7","Consumer",2016-02-10,"10/23/2016"
"514","Los Angeles","Office Supplies","$2","$7","Consumer",2017-02-12,"12/25/2017"
"515","Los Angeles","Office Supplies","$2","$6","Consumer",2017-02-12,"12/25/2017"
"516","Great Falls","Technology","$1,380","$3,000","Home Office",2017-02-01,"1/27/2017"
"517","Great Falls","Office Supplies","$14","$51","Home Office",2017-02-01,"1/27/2017"
"518","Great Falls","Office Supplies","$5","$12","Home Office",2017-02-01,"1/27/2017"
"519","Great Falls","Office Supplies","$56","$1,126","Home Office",2017-02-01,"1/27/2017"
"520","Houston","Technology","$5","$18","Consumer",2015-02-03,"3/26/2015"
"521","Houston","Office Supplies","-$26","$130","Consumer",2015-02-03,"3/26/2015"
"522","Houston","Office Supplies","-$21","$14","Consumer",2015-02-03,"3/26/2015"
"523","Detroit","Furniture","$21","$211","Corporate",2017-02-01,"1/25/2017"
"524","Los Angeles","Technology","-$12","$55","Consumer",2016-02-05,"5/23/2016"
"525","Los Angeles","Technology","$27","$66","Consumer",2016-02-05,"5/23/2016"
"526","Lawrence","Office Supplies","$10","$22","Consumer",2015-02-12,"42401"
"527","Lakeland","Furniture","$43","$684","Home Office",2017-02-10,"10/26/2017"
"528","Lakeland","Furniture","$5","$46","Home Office",2017-02-10,"10/26/2017"
"529","Philadelphia","Office Supplies","-$7","$36","Consumer",2015-02-09,"42194"
"530","Philadelphia","Office Supplies","-$150","$666","Consumer",2015-02-09,"42194"
"531","Philadelphia","Office Supplies","$20","$53","Consumer",2015-02-09,"42194"
"532","Los Angeles","Furniture","$12","$191","Corporate",2015-02-11,"42258"
"533","Los Angeles","Furniture","$2","$48","Consumer",2017-02-09,"43048"
"534","Montgomery","Technology","$274","$980","Consumer",2016-02-05,"42375"
"535","Montgomery","Office Supplies","$11","$23","Consumer",2016-02-05,"42375"
"536","Mesa","Office Supplies","$1","$17","Consumer",2016-02-07,"7/16/2016"
"537","Chicago","Office Supplies","-$68","$43","Consumer",2017-02-09,"42956"
"538","New York City","Office Supplies","$3","$11","Home Office",2015-02-12,"42228"
"539","Henderson","Office Supplies","$41","$153","Consumer",2015-02-12,"42320"
"540","Henderson","Furniture","$71","$284","Consumer",2015-02-12,"42320"
"541","Green Bay","Technology","$206","$469","Consumer",2014-02-02,"41700"
"542","Tucson","Technology","$38","$381","Corporate",2016-02-07,"7/17/2016"
"543","Springfield","Office Supplies","-$146","$647","Consumer",2015-02-12,"12/23/2015"
"544","Fort Worth","Technology","$7","$58","Consumer",2014-02-05,"5/16/2014"
"545","Fort Worth","Technology","$6","$101","Consumer",2014-02-05,"5/16/2014"
"546","Fort Worth","Furniture","-$84","$66","Consumer",2014-02-05,"5/16/2014"
"547","New York City","Office Supplies","$14","$41","Home Office",2017-02-11,"11/22/2017"
"548","New York City","Office Supplies","$6","$13","Home Office",2017-02-11,"11/22/2017"
"549","Chicago","Office Supplies","$16","$250","Corporate",2015-02-11,"11/17/2015"
"550","Chicago","Office Supplies","-$17","$11","Corporate",2015-02-11,"11/17/2015"
"551","Chicago","Office Supplies","-$2","$9","Corporate",2015-02-11,"11/17/2015"
"552","San Francisco","Furniture","$0","$1,122","Consumer",2016-02-04,"4/17/2016"
"553","Jacksonville","Furniture","$6","$35","Consumer",2017-02-09,"43078"
"554","Houston","Office Supplies","$3","$11","Consumer",2017-02-11,"11/28/2017"
"555","Anaheim","Office Supplies","$311","$1,296","Corporate",2017-02-06,"42801"
"556","Wilmington","Office Supplies","$3","$19","Consumer",2014-02-03,"41823"
"557","Los Angeles","Office Supplies","$10","$21","Consumer",2016-02-06,"6/15/2016"
"558","Los Angeles","Furniture","-$217","$1,336","Consumer",2016-02-06,"6/15/2016"
"559","Los Angeles","Office Supplies","$16","$32","Consumer",2016-02-06,"6/15/2016"
"560","San Francisco","Furniture","$17","$43","Consumer",2017-02-11,"11/22/2017"
"561","San Francisco","Office Supplies","$27","$84","Consumer",2017-02-11,"11/22/2017"
"562","Tampa","Office Supplies","$1","$13","Consumer",2014-02-09,"9/18/2014"
"563","Tampa","Furniture","$4","$13","Consumer",2014-02-09,"9/18/2014"
"564","Seattle","Office Supplies","$0","$4","Consumer",2015-02-12,"42259"
"565","Seattle","Office Supplies","$1","$3","Consumer",2015-02-12,"42259"
"566","Los Angeles","Technology","$47","$374","Consumer",2017-02-12,"43020"
"567","Seattle","Office Supplies","$45","$92","Corporate",2017-02-10,"42957"
